,curated_organism_name,accession,length,superkingdom_code,genus_code,species_code,superkingdom_name,genus_name,species_name,taxid,species_taxid,GCF_accession,GCF_accession_without_version,filename,num_contigs,info,refseq_organism_name,refseq_full_organism_name,bacsort_organism_name,bioproject,biosample,refseq_category,infraspecific_name,assembly_level,asm_name,submitter,ftp_path
75,Citrobacter freundii,Citrobacter_freundii/0000.fna.gz,5182566,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0000.fna.gz,Citrobacter_freundii/0000.fna.gz,Citrobacter_freundii/0000.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
76,Citrobacter freundii,Citrobacter_freundii/0001.fna.gz,4902704,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0001.fna.gz,Citrobacter_freundii/0001.fna.gz,Citrobacter_freundii/0001.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
77,Citrobacter freundii,Citrobacter_freundii/0002.fna.gz,4899578,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0002.fna.gz,Citrobacter_freundii/0002.fna.gz,Citrobacter_freundii/0002.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
78,Citrobacter freundii,Citrobacter_freundii/0003.fna.gz,4902667,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0003.fna.gz,Citrobacter_freundii/0003.fna.gz,Citrobacter_freundii/0003.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
79,Citrobacter freundii,Citrobacter_freundii/0004.fna.gz,5451221,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0004.fna.gz,Citrobacter_freundii/0004.fna.gz,Citrobacter_freundii/0004.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
80,Citrobacter freundii,Citrobacter_freundii/0005.fna.gz,5623307,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0005.fna.gz,Citrobacter_freundii/0005.fna.gz,Citrobacter_freundii/0005.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
81,Citrobacter freundii,Citrobacter_freundii/0006.fna.gz,5390649,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0006.fna.gz,Citrobacter_freundii/0006.fna.gz,Citrobacter_freundii/0006.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
82,Citrobacter freundii,Citrobacter_freundii/0007.fna.gz,5911694,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0007.fna.gz,Citrobacter_freundii/0007.fna.gz,Citrobacter_freundii/0007.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
83,Citrobacter freundii,Citrobacter_freundii/0008.fna.gz,5497225,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0008.fna.gz,Citrobacter_freundii/0008.fna.gz,Citrobacter_freundii/0008.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
84,Citrobacter freundii,Citrobacter_freundii/0009.fna.gz,5396670,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0009.fna.gz,Citrobacter_freundii/0009.fna.gz,Citrobacter_freundii/0009.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
85,Citrobacter freundii,Citrobacter_freundii/0010.fna.gz,4925928,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0010.fna.gz,Citrobacter_freundii/0010.fna.gz,Citrobacter_freundii/0010.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
86,Citrobacter freundii,Citrobacter_freundii/0011.fna.gz,5324738,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0011.fna.gz,Citrobacter_freundii/0011.fna.gz,Citrobacter_freundii/0011.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
87,Citrobacter freundii,Citrobacter_freundii/0012.fna.gz,5098632,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0012.fna.gz,Citrobacter_freundii/0012.fna.gz,Citrobacter_freundii/0012.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
88,Citrobacter freundii,Citrobacter_freundii/0013.fna.gz,5250163,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0013.fna.gz,Citrobacter_freundii/0013.fna.gz,Citrobacter_freundii/0013.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
89,Citrobacter freundii,Citrobacter_freundii/0014.fna.gz,4896351,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0014.fna.gz,Citrobacter_freundii/0014.fna.gz,Citrobacter_freundii/0014.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
90,Citrobacter freundii,Citrobacter_freundii/0015.fna.gz,5423682,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0015.fna.gz,Citrobacter_freundii/0015.fna.gz,Citrobacter_freundii/0015.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
91,Citrobacter freundii,Citrobacter_freundii/0016.fna.gz,4899014,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0016.fna.gz,Citrobacter_freundii/0016.fna.gz,Citrobacter_freundii/0016.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
92,Citrobacter freundii,Citrobacter_freundii/0017.fna.gz,4883916,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0017.fna.gz,Citrobacter_freundii/0017.fna.gz,Citrobacter_freundii/0017.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
93,Citrobacter freundii,Citrobacter_freundii/0018.fna.gz,5557564,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0018.fna.gz,Citrobacter_freundii/0018.fna.gz,Citrobacter_freundii/0018.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
94,Citrobacter freundii,Citrobacter_freundii/0019.fna.gz,5028563,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0019.fna.gz,Citrobacter_freundii/0019.fna.gz,Citrobacter_freundii/0019.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
95,Citrobacter freundii,Citrobacter_freundii/0020.fna.gz,5650580,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0020.fna.gz,Citrobacter_freundii/0020.fna.gz,Citrobacter_freundii/0020.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
96,Citrobacter freundii,Citrobacter_freundii/0021.fna.gz,5602472,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0021.fna.gz,Citrobacter_freundii/0021.fna.gz,Citrobacter_freundii/0021.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
97,Citrobacter freundii,Citrobacter_freundii/0022.fna.gz,5380750,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0022.fna.gz,Citrobacter_freundii/0022.fna.gz,Citrobacter_freundii/0022.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
98,Citrobacter freundii,Citrobacter_freundii/0023.fna.gz,5246590,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0023.fna.gz,Citrobacter_freundii/0023.fna.gz,Citrobacter_freundii/0023.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
99,Citrobacter freundii,Citrobacter_freundii/0024.fna.gz,5315128,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0024.fna.gz,Citrobacter_freundii/0024.fna.gz,Citrobacter_freundii/0024.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
100,Citrobacter freundii,Citrobacter_freundii/0025.fna.gz,5223081,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0025.fna.gz,Citrobacter_freundii/0025.fna.gz,Citrobacter_freundii/0025.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
101,Citrobacter freundii,Citrobacter_freundii/0026.fna.gz,5170487,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0026.fna.gz,Citrobacter_freundii/0026.fna.gz,Citrobacter_freundii/0026.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
102,Citrobacter freundii,Citrobacter_freundii/0027.fna.gz,5610134,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0027.fna.gz,Citrobacter_freundii/0027.fna.gz,Citrobacter_freundii/0027.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
103,Citrobacter freundii,Citrobacter_freundii/0028.fna.gz,5100648,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0028.fna.gz,Citrobacter_freundii/0028.fna.gz,Citrobacter_freundii/0028.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
104,Citrobacter freundii,Citrobacter_freundii/0029.fna.gz,4905485,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0029.fna.gz,Citrobacter_freundii/0029.fna.gz,Citrobacter_freundii/0029.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
105,Citrobacter freundii,Citrobacter_freundii/0030.fna.gz,5629494,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0030.fna.gz,Citrobacter_freundii/0030.fna.gz,Citrobacter_freundii/0030.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
106,Citrobacter freundii,Citrobacter_freundii/0031.fna.gz,4917171,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0031.fna.gz,Citrobacter_freundii/0031.fna.gz,Citrobacter_freundii/0031.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
107,Citrobacter freundii,Citrobacter_freundii/0032.fna.gz,5281633,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0032.fna.gz,Citrobacter_freundii/0032.fna.gz,Citrobacter_freundii/0032.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
108,Citrobacter freundii,Citrobacter_freundii/0033.fna.gz,5135912,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0033.fna.gz,Citrobacter_freundii/0033.fna.gz,Citrobacter_freundii/0033.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
109,Citrobacter freundii,Citrobacter_freundii/0034.fna.gz,5772165,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0034.fna.gz,Citrobacter_freundii/0034.fna.gz,Citrobacter_freundii/0034.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
110,Citrobacter freundii,Citrobacter_freundii/0035.fna.gz,5343952,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0035.fna.gz,Citrobacter_freundii/0035.fna.gz,Citrobacter_freundii/0035.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
111,Citrobacter freundii,Citrobacter_freundii/0036.fna.gz,5102161,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0036.fna.gz,Citrobacter_freundii/0036.fna.gz,Citrobacter_freundii/0036.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
112,Citrobacter freundii,Citrobacter_freundii/0037.fna.gz,5331078,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0037.fna.gz,Citrobacter_freundii/0037.fna.gz,Citrobacter_freundii/0037.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
113,Citrobacter freundii,Citrobacter_freundii/0038.fna.gz,5357999,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0038.fna.gz,Citrobacter_freundii/0038.fna.gz,Citrobacter_freundii/0038.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
114,Citrobacter freundii,Citrobacter_freundii/0039.fna.gz,5649070,2,544,546,Bacteria,Citrobacter,Citrobacter freundii,546,546,Citrobacter_freundii/0039.fna.gz,Citrobacter_freundii/0039.fna.gz,Citrobacter_freundii/0039.fna.gz,1,,Citrobacter freundii,Citrobacter freundii,Citrobacter freundii,,,,,,,,
115,Citrobacter gillenii,Citrobacter_gillenii/0000.fna.gz,4885099,2,544,67828,Bacteria,Citrobacter,Citrobacter gillenii,67828,67828,Citrobacter_gillenii/0000.fna.gz,Citrobacter_gillenii/0000.fna.gz,Citrobacter_gillenii/0000.fna.gz,1,,Citrobacter gillenii,Citrobacter gillenii,Citrobacter gillenii,,,,,,,,
116,Citrobacter gillenii,Citrobacter_gillenii/0001.fna.gz,5167205,2,544,67828,Bacteria,Citrobacter,Citrobacter gillenii,67828,67828,Citrobacter_gillenii/0001.fna.gz,Citrobacter_gillenii/0001.fna.gz,Citrobacter_gillenii/0001.fna.gz,1,,Citrobacter gillenii,Citrobacter gillenii,Citrobacter gillenii,,,,,,,,
117,Citrobacter gillenii,Citrobacter_gillenii/0002.fna.gz,4929431,2,544,67828,Bacteria,Citrobacter,Citrobacter gillenii,67828,67828,Citrobacter_gillenii/0002.fna.gz,Citrobacter_gillenii/0002.fna.gz,Citrobacter_gillenii/0002.fna.gz,1,,Citrobacter gillenii,Citrobacter gillenii,Citrobacter gillenii,,,,,,,,
118,Citrobacter koseri,Citrobacter_koseri/0000.fna.gz,4735357,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0000.fna.gz,Citrobacter_koseri/0000.fna.gz,Citrobacter_koseri/0000.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
119,Citrobacter koseri,Citrobacter_koseri/0001.fna.gz,4727356,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0001.fna.gz,Citrobacter_koseri/0001.fna.gz,Citrobacter_koseri/0001.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
120,Citrobacter koseri,Citrobacter_koseri/0002.fna.gz,4716453,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0002.fna.gz,Citrobacter_koseri/0002.fna.gz,Citrobacter_koseri/0002.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
121,Citrobacter koseri,Citrobacter_koseri/0003.fna.gz,5180830,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0003.fna.gz,Citrobacter_koseri/0003.fna.gz,Citrobacter_koseri/0003.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
122,Citrobacter koseri,Citrobacter_koseri/0004.fna.gz,4994466,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0004.fna.gz,Citrobacter_koseri/0004.fna.gz,Citrobacter_koseri/0004.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
123,Citrobacter koseri,Citrobacter_koseri/0005.fna.gz,4923281,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0005.fna.gz,Citrobacter_koseri/0005.fna.gz,Citrobacter_koseri/0005.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
124,Citrobacter koseri,Citrobacter_koseri/0006.fna.gz,4756360,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0006.fna.gz,Citrobacter_koseri/0006.fna.gz,Citrobacter_koseri/0006.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
125,Citrobacter koseri,Citrobacter_koseri/0007.fna.gz,4767024,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0007.fna.gz,Citrobacter_koseri/0007.fna.gz,Citrobacter_koseri/0007.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
126,Citrobacter koseri,Citrobacter_koseri/0008.fna.gz,4928268,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0008.fna.gz,Citrobacter_koseri/0008.fna.gz,Citrobacter_koseri/0008.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
127,Citrobacter koseri,Citrobacter_koseri/0009.fna.gz,5048584,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0009.fna.gz,Citrobacter_koseri/0009.fna.gz,Citrobacter_koseri/0009.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
128,Citrobacter koseri,Citrobacter_koseri/0010.fna.gz,4735310,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0010.fna.gz,Citrobacter_koseri/0010.fna.gz,Citrobacter_koseri/0010.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
129,Citrobacter koseri,Citrobacter_koseri/0011.fna.gz,4883239,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0011.fna.gz,Citrobacter_koseri/0011.fna.gz,Citrobacter_koseri/0011.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
130,Citrobacter koseri,Citrobacter_koseri/0012.fna.gz,4837416,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0012.fna.gz,Citrobacter_koseri/0012.fna.gz,Citrobacter_koseri/0012.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
131,Citrobacter koseri,Citrobacter_koseri/0013.fna.gz,4919773,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0013.fna.gz,Citrobacter_koseri/0013.fna.gz,Citrobacter_koseri/0013.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
132,Citrobacter koseri,Citrobacter_koseri/0014.fna.gz,4820740,2,544,545,Bacteria,Citrobacter,Citrobacter koseri,545,545,Citrobacter_koseri/0014.fna.gz,Citrobacter_koseri/0014.fna.gz,Citrobacter_koseri/0014.fna.gz,1,,Citrobacter koseri,Citrobacter koseri,Citrobacter koseri,,,,,,,,
133,Citrobacter murliniae,Citrobacter_murliniae/0000.fna.gz,5242193,2,544,67829,Bacteria,Citrobacter,Citrobacter murliniae,67829,67829,Citrobacter_murliniae/0000.fna.gz,Citrobacter_murliniae/0000.fna.gz,Citrobacter_murliniae/0000.fna.gz,1,,Citrobacter murliniae,Citrobacter murliniae,Citrobacter murliniae,,,,,,,,
134,Citrobacter pasteurii,Citrobacter_pasteurii/0000.fna.gz,4986623,2,544,1563222,Bacteria,Citrobacter,Citrobacter pasteurii,1563222,1563222,Citrobacter_pasteurii/0000.fna.gz,Citrobacter_pasteurii/0000.fna.gz,Citrobacter_pasteurii/0000.fna.gz,1,,Citrobacter pasteurii,Citrobacter pasteurii,Citrobacter pasteurii,,,,,,,,
135,Citrobacter portucalensis,Citrobacter_portucalensis/0000.fna.gz,5023211,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0000.fna.gz,Citrobacter_portucalensis/0000.fna.gz,Citrobacter_portucalensis/0000.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
136,Citrobacter portucalensis,Citrobacter_portucalensis/0001.fna.gz,5122674,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0001.fna.gz,Citrobacter_portucalensis/0001.fna.gz,Citrobacter_portucalensis/0001.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
137,Citrobacter portucalensis,Citrobacter_portucalensis/0002.fna.gz,4947895,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0002.fna.gz,Citrobacter_portucalensis/0002.fna.gz,Citrobacter_portucalensis/0002.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
138,Citrobacter portucalensis,Citrobacter_portucalensis/0003.fna.gz,5519736,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0003.fna.gz,Citrobacter_portucalensis/0003.fna.gz,Citrobacter_portucalensis/0003.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
139,Citrobacter portucalensis,Citrobacter_portucalensis/0004.fna.gz,5005078,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0004.fna.gz,Citrobacter_portucalensis/0004.fna.gz,Citrobacter_portucalensis/0004.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
140,Citrobacter portucalensis,Citrobacter_portucalensis/0005.fna.gz,5434086,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0005.fna.gz,Citrobacter_portucalensis/0005.fna.gz,Citrobacter_portucalensis/0005.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
141,Citrobacter portucalensis,Citrobacter_portucalensis/0006.fna.gz,5080321,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0006.fna.gz,Citrobacter_portucalensis/0006.fna.gz,Citrobacter_portucalensis/0006.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
142,Citrobacter portucalensis,Citrobacter_portucalensis/0007.fna.gz,5568249,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0007.fna.gz,Citrobacter_portucalensis/0007.fna.gz,Citrobacter_portucalensis/0007.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
143,Citrobacter portucalensis,Citrobacter_portucalensis/0008.fna.gz,5388828,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0008.fna.gz,Citrobacter_portucalensis/0008.fna.gz,Citrobacter_portucalensis/0008.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
144,Citrobacter portucalensis,Citrobacter_portucalensis/0009.fna.gz,4916306,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0009.fna.gz,Citrobacter_portucalensis/0009.fna.gz,Citrobacter_portucalensis/0009.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
145,Citrobacter portucalensis,Citrobacter_portucalensis/0010.fna.gz,5351791,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0010.fna.gz,Citrobacter_portucalensis/0010.fna.gz,Citrobacter_portucalensis/0010.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
146,Citrobacter portucalensis,Citrobacter_portucalensis/0011.fna.gz,4979600,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0011.fna.gz,Citrobacter_portucalensis/0011.fna.gz,Citrobacter_portucalensis/0011.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
147,Citrobacter portucalensis,Citrobacter_portucalensis/0012.fna.gz,4881935,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0012.fna.gz,Citrobacter_portucalensis/0012.fna.gz,Citrobacter_portucalensis/0012.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
148,Citrobacter portucalensis,Citrobacter_portucalensis/0013.fna.gz,5688355,2,544,1639133,Bacteria,Citrobacter,Citrobacter portucalensis,1639133,1639133,Citrobacter_portucalensis/0013.fna.gz,Citrobacter_portucalensis/0013.fna.gz,Citrobacter_portucalensis/0013.fna.gz,1,,Citrobacter portucalensis,Citrobacter portucalensis,Citrobacter portucalensis,,,,,,,,
